shortcode,post_url,username,text,created_at,text_clean,text_norm,tokens,tokens_clean,tokens_stem,final_text,label_emosi,text_length
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,erna123rd,Terserah lo mau gugat apapun kalo dah terbukti kalah ya legowo ae toh nanti bikin malu sendiri gugat ini itu wong petugas kpps jg ada pengawas tni saksi semua menjaga kerja nyata kok dak dihargai kerjanya masih bilang curang kalo memang curang sebenarnya yg pada gak mau kalah ini mungkin curang udah bayar uang banyak tapi kok gak ada suaranya mungkin gak trimanya disitu ya dimaklumi aja lah pak wong kalah yo wes ta lah😂😂😂😂,,terserah lo mau gugat apapun kalo dah terbukti kalah ya legowo ae toh nanti bikin malu sendiri gugat ini itu wong petugas kpps jg ada pengawas tni saksi semua menjaga kerja nyata kok dak dihargai kerjanya masih bilang curang kalo memang curang sebenarnya yg pada gak mau kalah ini mungkin curang udah bayar uang banyak tapi kok gak ada suaranya mungkin gak trimanya disitu ya dimaklumi aja lah pak wong kalah yo wes ta lah,terserah kamu mau gugat apapun kalau dah terbukti kalah ya legowo saja toh nanti bikin malu sendiri gugat ini itu wong petugas kpps juga ada pengawas tni saksi semua menjaga kerja nyata kok dak dihargai kerjanya masih bilang curang kalau memang curang sebenarnya yang pada tidak mau kalah ini mungkin curang sudah bayar uang banyak tetapi kok tidak ada suaranya mungkin tidak trimanya disitu ya dimaklumi saja lah pak wong kalah yo sudah ta lah,"['terserah', 'kamu', 'mau', 'gugat', 'apapun', 'kalau', 'dah', 'terbukti', 'kalah', 'ya', 'legowo', 'saja', 'toh', 'nanti', 'bikin', 'malu', 'sendiri', 'gugat', 'ini', 'itu', 'wong', 'petugas', 'kpps', 'juga', 'ada', 'pengawas', 'tni', 'saksi', 'semua', 'menjaga', 'kerja', 'nyata', 'kok', 'dak', 'dihargai', 'kerjanya', 'masih', 'bilang', 'curang', 'kalau', 'memang', 'curang', 'sebenarnya', 'yang', 'pada', 'tidak', 'mau', 'kalah', 'ini', 'mungkin', 'curang', 'sudah', 'bayar', 'uang', 'banyak', 'tetapi', 'kok', 'tidak', 'ada', 'suaranya', 'mungkin', 'tidak', 'trimanya', 'disitu', 'ya', 'dimaklumi', 'saja', 'lah', 'pak', 'wong', 'kalah', 'yo', 'sudah', 'ta', 'lah']","['terserah', 'gugat', 'apapun', 'dah', 'terbukti', 'kalah', 'ya', 'legowo', 'bikin', 'malu', 'gugat', 'petugas', 'kpps', 'pengawas', 'tni', 'saksi', 'menjaga', 'kerja', 'nyata', 'dak', 'dihargai', 'kerjanya', 'bilang', 'curang', 'curang', 'kalah', 'curang', 'bayar', 'uang', 'suaranya', 'trimanya', 'disitu', 'ya', 'dimaklumi', 'kalah', 'yo', 'ta']","['serah', 'gugat', 'apa', 'dah', 'bukti', 'kalah', 'ya', 'legowo', 'bikin', 'malu', 'gugat', 'tugas', 'kpps', 'awas', 'tni', 'saksi', 'jaga', 'kerja', 'nyata', 'dak', 'harga', 'kerja', 'bilang', 'curang', 'curang', 'kalah', 'curang', 'bayar', 'uang', 'suara', 'trimanya', 'situ', 'ya', 'maklum', 'kalah', 'yo', 'ta']",serah gugat apa dah bukti kalah ya legowo bikin malu gugat tugas kpps awas tni saksi jaga kerja nyata dak harga kerja bilang curang curang kalah curang bayar uang suara trimanya situ ya maklum kalah yo ta,anger,37
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,gagang.jiwo,Dulu aku mendukungmu... Sekarang liat elu kayak gitu kaburlah gue 😂😂,,dulu aku mendukungmu sekarang liat elu kayak gitu kaburlah gue,dulu saya mendukungmu sekarang liat elu seperti begitu kaburlah saya,"['dulu', 'saya', 'mendukungmu', 'sekarang', 'liat', 'elu', 'seperti', 'begitu', 'kaburlah', 'saya']","['mendukungmu', 'liat', 'elu', 'kaburlah']","['dukung', 'liat', 'elu', 'kabur']",dukung liat elu kabur,netral,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,icha_cnsz,"Pak prabowo yg dulu kalah 2x biasa aja.. Ini dah koar"" Wkwkw 😂😢",,pak prabowo yg dulu kalah x biasa aja ini dah koar wkwkw,pak prabowo yang dulu kalah sangat biasa saja ini dah koar wkwkw,"['pak', 'prabowo', 'yang', 'dulu', 'kalah', 'sangat', 'biasa', 'saja', 'ini', 'dah', 'koar', 'wkwkw']","['prabowo', 'kalah', 'dah', 'koar', 'wkwkw']","['prabowo', 'kalah', 'dah', 'koar', 'wkwkw']",prabowo kalah dah koar wkwkw,netral,5
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,manzilah92,gimana sih . minta menang ya ini . wong dimana2 juga kps manapun menang nomor 2 kok😂,,gimana sih minta menang ya ini wong dimana juga kps manapun menang nomor kok,bagaimana sih minta menang ya ini wong dimana juga kps manapun menang nomor kok,"['bagaimana', 'sih', 'minta', 'menang', 'ya', 'ini', 'wong', 'dimana', 'juga', 'kps', 'manapun', 'menang', 'nomor', 'kok']","['sih', 'menang', 'ya', 'dimana', 'kps', 'manapun', 'menang', 'nomor']","['sih', 'menang', 'ya', 'mana', 'kps', 'mana', 'menang', 'nomor']",sih menang ya mana kps mana menang nomor,netral,8
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,irfan.zainul,Kon sopo Kon..,,kon sopo kon,kon sopo kon,"['kon', 'sopo', 'kon']","['kon', 'sopo', 'kon']","['kon', 'sopo', 'kon']",kon sopo kon,anger,3
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,mugihadi71,"Waras jarene😂!, prosoku gak waras kowe njar",,waras jarene prosoku gak waras kowe njar,waras jarene prosoku tidak waras kowe njar,"['waras', 'jarene', 'prosoku', 'tidak', 'waras', 'kowe', 'njar']","['waras', 'jarene', 'prosoku', 'waras', 'kowe', 'njar']","['waras', 'jarene', 'prosoku', 'waras', 'kowe', 'njar']",waras jarene prosoku waras kowe njar,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,m.mafualyahya,Jadio KPPS aja jgan nyalon PRESIDEN 😂,,jadio kpps aja jgan nyalon presiden,jadio kpps saja jangan nyalon presiden,"['jadio', 'kpps', 'saja', 'jangan', 'nyalon', 'presiden']","['jadio', 'kpps', 'nyalon', 'presiden']","['jadio', 'kpps', 'nyalon', 'presiden']",jadio kpps nyalon presiden,netral,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,mazz_adee,ngopi ae njar kne gk loro ati 🔥,,ngopi ae njar kne gk loro ati,ngopi saja njar kne tidak loro ati,"['ngopi', 'saja', 'njar', 'kne', 'tidak', 'loro', 'ati']","['ngopi', 'njar', 'kne', 'loro', 'ati']","['ngopi', 'njar', 'kne', 'loro', 'ati']",ngopi njar kne loro ati,netral,5
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,ari.wyy,The real king bokep 😂,,the real king bokep,the real king bokep,"['the', 'real', 'king', 'bokep']","['real', 'king', 'bokep']","['real', 'king', 'bokep']",real king bokep,netral,3
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,irffanul2795,Yah salah sendiri dulu d tawarin jadi wakil nya prabowo kgk mau,,yah salah sendiri dulu d tawarin jadi wakil nya prabowo kgk mau,yah salah sendiri dulu di tawarin jadi wakil nya prabowo kgk mau,"['yah', 'salah', 'sendiri', 'dulu', 'di', 'tawarin', 'jadi', 'wakil', 'nya', 'prabowo', 'kgk', 'mau']","['yah', 'salah', 'tawarin', 'wakil', 'nya', 'prabowo', 'kgk']","['yah', 'salah', 'tawarin', 'wakil', 'nya', 'prabowo', 'kgk']",yah salah tawarin wakil nya prabowo kgk,netral,7
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,masadi8787,Pinter omong tok,,pinter omong tok,pinter omong tok,"['pinter', 'omong', 'tok']","['pinter', 'omong', 'tok']","['pinter', 'omong', 'tok']",pinter omong tok,anger,3
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,yhudiriyantoh,Yg sangat mengejutkan kalah ndak mau mengakui kalah,,yg sangat mengejutkan kalah ndak mau mengakui kalah,yang sangat mengejutkan kalah tidak mau mengakui kalah,"['yang', 'sangat', 'mengejutkan', 'kalah', 'tidak', 'mau', 'mengakui', 'kalah']","['mengejutkan', 'kalah', 'mengakui', 'kalah']","['kejut', 'kalah', 'aku', 'kalah']",kejut kalah aku kalah,netral,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,iya_munaa,"Suk lk e enek pilihan neh, gausah dijak ae",,suk lk e enek pilihan neh gausah dijak ae,suk lk e enek pilihan neh gausah dijak saja,"['suk', 'lk', 'e', 'enek', 'pilihan', 'neh', 'gausah', 'dijak', 'saja']","['suk', 'lk', 'e', 'enek', 'pilihan', 'neh', 'gausah', 'dijak']","['suk', 'lk', 'e', 'enek', 'pilih', 'neh', 'gausah', 'dijak']",suk lk e enek pilih neh gausah dijak,anger,8
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,andro_mahesa,@bangudinudin66740 cuma bisa nulis lihat aja di sidang mk... Gak bisa nulis yg lainnya ya. 🤣🤣🤣🤣🤣🤣,,cuma bisa nulis lihat aja di sidang mk gak bisa nulis yg lainnya ya,cuma bisa menulis lihat saja di sidang mk tidak bisa menulis yang lainnya ya,"['cuma', 'bisa', 'menulis', 'lihat', 'saja', 'di', 'sidang', 'mk', 'tidak', 'bisa', 'menulis', 'yang', 'lainnya', 'ya']","['menulis', 'lihat', 'sidang', 'mk', 'menulis', 'ya']","['tulis', 'lihat', 'sidang', 'mk', 'tulis', 'ya']",tulis lihat sidang mk tulis ya,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,arif_shinji,Mbarrr gambar,,mbarrr gambar,mbarrr gambar,"['mbarrr', 'gambar']","['mbarrr', 'gambar']","['mbarrr', 'gambar']",mbarrr gambar,anger,2
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,__notefound.404x,500M TENTUKAN maxbet 🔥🔥,,m tentukan maxbet,m tentukan maxbet,"['m', 'tentukan', 'maxbet']","['tentukan', 'maxbet']","['tentu', 'maxbet']",tentu maxbet,netral,2
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,banowati12,"kalah ya kalah aja deh pak, Nyatanya Di TPS desa saya Pak Prabowo unggul",,kalah ya kalah aja deh pak nyatanya di tps desa saya pak prabowo unggul,kalah ya kalah saja deh pak nyatanya di tps desa saya pak prabowo unggul,"['kalah', 'ya', 'kalah', 'saja', 'deh', 'pak', 'nyatanya', 'di', 'tps', 'desa', 'saya', 'pak', 'prabowo', 'unggul']","['kalah', 'ya', 'kalah', 'deh', 'tps', 'desa', 'prabowo', 'unggul']","['kalah', 'ya', 'kalah', 'deh', 'tps', 'desa', 'prabowo', 'unggul']",kalah ya kalah deh tps desa prabowo unggul,netral,8
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,aniksuratmi,"Orang somse ,,,magang lurah aja aku ggak milih😂😂😂",,orang somse magang lurah aja aku ggak milih,orang somse magang lurah saja saya ggak milih,"['orang', 'somse', 'magang', 'lurah', 'saja', 'saya', 'ggak', 'milih']","['orang', 'somse', 'magang', 'lurah', 'ggak', 'milih']","['orang', 'somse', 'magang', 'lurah', 'ggak', 'milih']",orang somse magang lurah ggak milih,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,andinikarisma10,@bangudinudin66740 buktikan mas dimana kecurangannya by data fakta ya jangan hanya asumsi semata,,buktikan mas dimana kecurangannya by data fakta ya jangan hanya asumsi semata,buktikan mas dimana kecurangannya by data fakta ya jangan hanya asumsi semata,"['buktikan', 'mas', 'dimana', 'kecurangannya', 'by', 'data', 'fakta', 'ya', 'jangan', 'hanya', 'asumsi', 'semata']","['buktikan', 'mas', 'dimana', 'kecurangannya', 'data', 'fakta', 'ya', 'asumsi']","['bukti', 'mas', 'mana', 'curang', 'data', 'fakta', 'ya', 'asumsi']",bukti mas mana curang data fakta ya asumsi,netral,8
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,sinartha,@ronisetiawann8 soko mangan nganti dawane dalan paleng😢,,soko mangan nganti dawane dalan paleng,soko mangan nganti dawane dalan paleng,"['soko', 'mangan', 'nganti', 'dawane', 'dalan', 'paleng']","['soko', 'mangan', 'nganti', 'dawane', 'dalan', 'paleng']","['soko', 'mangan', 'nganti', 'dawane', 'dal', 'paleng']",soko mangan nganti dawane dal paleng,netral,6
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,sonidasy,kita menolak lue jadi pemimpin hoe....😂,,kita menolak lue jadi pemimpin hoe,kita menolak lue jadi pemimpin hoe,"['kita', 'menolak', 'lue', 'jadi', 'pemimpin', 'hoe']","['menolak', 'lue', 'pemimpin', 'hoe']","['tolak', 'lue', 'pimpin', 'hoe']",tolak lue pimpin hoe,netral,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,sariewardana,"Kecurangan pilpres yg kemarin2 kemana ya,sekarang aja koar2 pilpres curang karena kalah,dulu curang ga,karena menang ga koar2,akhirnya ngomng aib sendiri",,kecurangan pilpres yg kemarin kemana yasekarang aja koar pilpres curang karena kalahdulu curang gakarena menang ga koarakhirnya ngomng aib sendiri,kecurangan pilpres yang kemarin kemana yasekarang saja koar pilpres curang karena kalahdulu curang gakarena menang tidak koarakhirnya ngomong aib sendiri,"['kecurangan', 'pilpres', 'yang', 'kemarin', 'kemana', 'yasekarang', 'saja', 'koar', 'pilpres', 'curang', 'karena', 'kalahdulu', 'curang', 'gakarena', 'menang', 'tidak', 'koarakhirnya', 'ngomong', 'aib', 'sendiri']","['kecurangan', 'pilpres', 'kemarin', 'kemana', 'yasekarang', 'koar', 'pilpres', 'curang', 'kalahdulu', 'curang', 'gakarena', 'menang', 'koarakhirnya', 'ngomong', 'aib']","['curang', 'pilpres', 'kemarin', 'mana', 'yasekarang', 'koar', 'pilpres', 'curang', 'kalahdulu', 'curang', 'gakarena', 'menang', 'koarakhirnya', 'ngomong', 'aib']",curang pilpres kemarin mana yasekarang koar pilpres curang kalahdulu curang gakarena menang koarakhirnya ngomong aib,fear,15
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,syamarisa03,"@ronisetiawann8 suruh KPPS i sendiri saja😂 fungsine saksi partai pak jangar buat apa kok ndak percaya ya allah, TPS di jawa timur real menang 02 masyarakat ga disuruh coblos 02 tapi keinginan masyarakat sendiri dari hati nurani, ga ada money politik ya allah, KPPs direwangi sedino utuh ra turu perisiapan tekan subuh barang parahhh sihh",,suruh kpps i sendiri saja fungsine saksi partai pak jangar buat apa kok ndak percaya ya allah tps di jawa timur real menang masyarakat ga disuruh coblos tapi keinginan masyarakat sendiri dari hati nurani ga ada money politik ya allah kpps direwangi sedino utuh ra turu perisiapan tekan subuh barang parahhh sihh,suruh kpps i sendiri saja fungsine saksi partai pak jangar buat apa kok tidak percaya ya allah tps di jawa timur real menang masyarakat tidak disuruh coblos tetapi keinginan masyarakat sendiri dari hati nurani tidak ada money politik ya allah kpps direwangi sedino utuh ra turu perisiapan tekan subuh barang parahhh sihh,"['suruh', 'kpps', 'i', 'sendiri', 'saja', 'fungsine', 'saksi', 'partai', 'pak', 'jangar', 'buat', 'apa', 'kok', 'tidak', 'percaya', 'ya', 'allah', 'tps', 'di', 'jawa', 'timur', 'real', 'menang', 'masyarakat', 'tidak', 'disuruh', 'coblos', 'tetapi', 'keinginan', 'masyarakat', 'sendiri', 'dari', 'hati', 'nurani', 'tidak', 'ada', 'money', 'politik', 'ya', 'allah', 'kpps', 'direwangi', 'sedino', 'utuh', 'ra', 'turu', 'perisiapan', 'tekan', 'subuh', 'barang', 'parahhh', 'sihh']","['suruh', 'kpps', 'fungsine', 'saksi', 'partai', 'jangar', 'percaya', 'ya', 'allah', 'tps', 'jawa', 'timur', 'real', 'menang', 'masyarakat', 'disuruh', 'coblos', 'masyarakat', 'hati', 'nurani', 'money', 'politik', 'ya', 'allah', 'kpps', 'direwangi', 'sedino', 'utuh', 'ra', 'turu', 'perisiapan', 'tekan', 'subuh', 'barang', 'parahhh', 'sihh']","['suruh', 'kpps', 'fungsine', 'saksi', 'partai', 'jangar', 'percaya', 'ya', 'allah', 'tps', 'jawa', 'timur', 'real', 'menang', 'masyarakat', 'suruh', 'coblos', 'masyarakat', 'hati', 'nurani', 'money', 'politik', 'ya', 'allah', 'kpps', 'rewang', 'sedino', 'utuh', 'ra', 'turu', 'perisiapan', 'tekan', 'subuh', 'barang', 'parahhh', 'sihh']",suruh kpps fungsine saksi partai jangar percaya ya allah tps jawa timur real menang masyarakat suruh coblos masyarakat hati nurani money politik ya allah kpps rewang sedino utuh ra turu perisiapan tekan subuh barang parahhh sihh,fear,36
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,syamarisa03,@syamarisa03 semakin ga rispek deh,,semakin ga rispek deh,semakin tidak rispek deh,"['semakin', 'tidak', 'rispek', 'deh']","['rispek', 'deh']","['rispek', 'deh']",rispek deh,netral,2
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,ceng_hhoe,Rakyat Masih Waras Pilih 02,,rakyat masih waras pilih,rakyat masih waras pilih,"['rakyat', 'masih', 'waras', 'pilih']","['rakyat', 'waras', 'pilih']","['rakyat', 'waras', 'pilih']",rakyat waras pilih,netral,3
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,amj_goldfish,Wong pinter kok mboco data.. Bukan bukti yg kongkret .. Jaarr ganjaar😂😂,,wong pinter kok mboco data bukan bukti yg kongkret jaarr ganjaar,wong pinter kok mboco data bukan bukti yang kongkret jaarr ganjaar,"['wong', 'pinter', 'kok', 'mboco', 'data', 'bukan', 'bukti', 'yang', 'kongkret', 'jaarr', 'ganjaar']","['pinter', 'mboco', 'data', 'bukti', 'kongkret', 'jaarr', 'ganjaar']","['pinter', 'mboco', 'data', 'bukti', 'kongkret', 'jaarr', 'ganjaar']",pinter mboco data bukti kongkret jaarr ganjaar,anger,7
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,amj_goldfish,Trs jenenegan emange gak baca berita to njaarr.. Kalo anggota KPPS 57orng meninggal..,,trs jenenegan emange gak baca berita to njaarr kalo anggota kpps orng meninggal,terus jenenegan emange tidak baca berita to njaarr kalau anggota kpps orng meninggal,"['terus', 'jenenegan', 'emange', 'tidak', 'baca', 'berita', 'to', 'njaarr', 'kalau', 'anggota', 'kpps', 'orng', 'meninggal']","['jenenegan', 'emange', 'baca', 'berita', 'njaarr', 'anggota', 'kpps', 'orng', 'meninggal']","['jenenegan', 'emange', 'baca', 'berita', 'njaarr', 'anggota', 'kpps', 'orng', 'tinggal']",jenenegan emange baca berita njaarr anggota kpps orng tinggal,anger,9
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,alfeean_ardheeansyah,kecurangan kecurangan aj yang anda omongkan...koyo we ki resik2 o dewe njaaarr... perolehan 17% ae kok arep aing aing...,,kecurangan kecurangan aj yang anda omongkankoyo we ki resik o dewe njaaarr perolehan ae kok arep aing aing,kecurangan kecurangan saja yang anda omongkankoyo we ki resik o dewe njaaarr perolehan saja kok arep aing aing,"['kecurangan', 'kecurangan', 'saja', 'yang', 'anda', 'omongkankoyo', 'we', 'ki', 'resik', 'o', 'dewe', 'njaaarr', 'perolehan', 'saja', 'kok', 'arep', 'aing', 'aing']","['kecurangan', 'kecurangan', 'omongkankoyo', 'ki', 'resik', 'dewe', 'njaaarr', 'perolehan', 'arep', 'aing', 'aing']","['curang', 'curang', 'omongkankoyo', 'ki', 'resik', 'dewe', 'njaaarr', 'oleh', 'arep', 'aing', 'aing']",curang curang omongkankoyo ki resik dewe njaaarr oleh arep aing aing,anger,11
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,hasen_dwi_a,Rambut putih ra legowo kalah yoo kalah rakyat ra seneng sampean kui arogan yak yak an,,rambut putih ra legowo kalah yoo kalah rakyat ra seneng sampean kui arogan yak yak an,rambut putih ra legowo kalah yoo kalah rakyat ra seneng sampean kui arogan yak yak an,"['rambut', 'putih', 'ra', 'legowo', 'kalah', 'yoo', 'kalah', 'rakyat', 'ra', 'seneng', 'sampean', 'kui', 'arogan', 'yak', 'yak', 'an']","['rambut', 'putih', 'ra', 'legowo', 'kalah', 'yoo', 'kalah', 'rakyat', 'ra', 'seneng', 'sampean', 'kui', 'arogan', 'yak', 'yak']","['rambut', 'putih', 'ra', 'legowo', 'kalah', 'yoo', 'kalah', 'rakyat', 'ra', 'neng', 'sampean', 'kui', 'arogan', 'yak', 'yak']",rambut putih ra legowo kalah yoo kalah rakyat ra neng sampean kui arogan yak yak,netral,15
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,toyiiibbbb,WIS MENENG BREBEKEN COK 😢,,wis meneng brebeken cok,wis meneng brebeken cok,"['wis', 'meneng', 'brebeken', 'cok']","['wis', 'meneng', 'brebeken', 'cok']","['wis', 'neng', 'brebeken', 'cok']",wis neng brebeken cok,anger,4
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,maniesarnie,Aku libur mimpi anak2 muda indonesia Pak .,,aku libur mimpi anak muda indonesia pak,saya libur mimpi anak muda indonesia pak,"['saya', 'libur', 'mimpi', 'anak', 'muda', 'indonesia', 'pak']","['libur', 'mimpi', 'anak', 'muda', 'indonesia']","['libur', 'mimpi', 'anak', 'muda', 'indonesia']",libur mimpi anak muda indonesia,netral,5
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,arilintar,Moral ??,,moral,moral,['moral'],['moral'],['moral'],moral,netral,1
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,intannajwa100,sak uni unimu mbh ganjar kalh yo kalh yo legowo ko jek gomyang to mbh.le ngebet dadi presiden tenn ketoe mbh ganjar ki,,sak uni unimu mbh ganjar kalh yo kalh yo legowo ko jek gomyang to mbhle ngebet dadi presiden tenn ketoe mbh ganjar ki,sak uni unimu mbh ganjar kalh yo kalh yo legowo ko jek gomyang to mbhle ngebet dadi presiden tenn ketoe mbh ganjar ki,"['sak', 'uni', 'unimu', 'mbh', 'ganjar', 'kalh', 'yo', 'kalh', 'yo', 'legowo', 'ko', 'jek', 'gomyang', 'to', 'mbhle', 'ngebet', 'dadi', 'presiden', 'tenn', 'ketoe', 'mbh', 'ganjar', 'ki']","['sak', 'uni', 'unimu', 'mbh', 'ganjar', 'kalh', 'yo', 'kalh', 'yo', 'legowo', 'ko', 'jek', 'gomyang', 'mbhle', 'ngebet', 'dadi', 'presiden', 'tenn', 'ketoe', 'mbh', 'ganjar', 'ki']","['sak', 'uni', 'uni', 'mbh', 'ganjar', 'kalh', 'yo', 'kalh', 'yo', 'legowo', 'ko', 'jek', 'gomyang', 'mbhle', 'ngebet', 'dadi', 'presiden', 'tenn', 'ketoe', 'mbh', 'ganjar', 'ki']",sak uni uni mbh ganjar kalh yo kalh yo legowo ko jek gomyang mbhle ngebet dadi presiden tenn ketoe mbh ganjar ki,anger,22
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,khokotokwae,@rohi_un @ganjar_pranowo rungokno,,rungokno,rungokno,['rungokno'],['rungokno'],['rungokno'],rungokno,netral,1
,https://www.instagram.com/reel/C5BHigqpRAf/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==,khokotokwae,@ronisetiawann8 @ganjar_pranowo rungokno bossss,,rungokno bossss,rungokno bossss,"['rungokno', 'bossss']","['rungokno', 'bossss']","['rungokno', 'bossss']",rungokno bossss,netral,2
